domain,label,family,observed_at
host1931.uglmz.com,0,benign,2025-01-02T08:11:00
host4924.gfbrk.com,0,benign,2025-01-04T10:04:00
facebook.com,0,benign,2025-01-02T16:33:00
host2485.pfpox.com,0,benign,2025-01-02T17:25:00
rockapple.org,1,matsnu,2025-01-03T21:40:00
hxbxtmv.net,1,conficker,2025-01-03T03:38:00
host2415.acxbh.com,0,benign,2025-01-02T16:15:00
host2005.hfzca.com,0,benign,2025-01-02T09:25:00
ovahjrsiejek.com,1,kraken,2025-01-03T04:45:00
host1590.ohcsj.com,0,benign,2025-01-02T02:30:00
host4367.qbtbg.com,0,benign,2025-01-04T00:47:00
host643.cgfht.com,0,benign,2025-01-01T10:43:00
zjzjvskcqaxi.com,1,kraken,2025-01-02T03:54:00
salesforce.com,0,benign,2025-01-01T19:01:00
v6zs82asubuyk465.info,1,generic,2025-01-03T05:58:00
ycoozfjtfohw.com,1,kraken,2025-01-03T00:04:00
ob9ehhk.info,1,cryptolocker,2025-01-02T08:58:00
host4898.nsmvj.com,0,benign,2025-01-04T09:38:00
ajrgphf.net,1,conficker,2025-01-03T11:26:00
iclxbcq.net,1,conficker,2025-01-01T21:35:00
butthisthey.net,1,suppobox,2025-01-01T20:04:00
f9rpwwqyy030b69.tk,1,generic,2025-01-04T02:40:00
github.com,0,benign,2025-01-01T07:39:00
host43.jbnwu.com,0,benign,2025-01-01T00:43:00
host3397.ytiqd.com,0,benign,2025-01-03T08:37:00
host418.heyoo.com,0,benign,2025-01-01T06:58:00
nkazapu.biz,1,cryptolocker,2025-01-03T09:04:00
host4801.fpptt.com,0,benign,2025-01-04T08:01:00
buthavethis.net,1,suppobox,2025-01-02T12:53:00
host333.cnxxk.com,0,benign,2025-01-01T05:33:00
histheywith.net,1,suppobox,2025-01-01T14:59:00
elderstone.org,1,matsnu,2025-01-04T02:00:00
host4329.xpkpu.com,0,benign,2025-01-04T00:09:00
notforyou.net,1,suppobox,2025-01-01T13:59:00
host1200.kzscr.com,0,benign,2025-01-01T20:00:00
host2910.vnkuh.com,0,benign,2025-01-03T00:30:00
zhonrhgfxuyj.com,1,kraken,2025-01-01T09:12:00
host4025.ypdyb.com,0,benign,2025-01-03T19:05:00
host1020.iwdhg.com,0,benign,2025-01-01T17:00:00
host2931.cjykw.com,0,benign,2025-01-03T00:51:00
waterapple.org,1,matsnu,2025-01-03T11:14:00
host1733.mhkvq.com,0,benign,2025-01-02T04:53:00
slack.com,0,benign,2025-01-02T12:06:00
kqtitjyp.net,1,conficker,2025-01-03T03:03:00
host2691.khzkb.com,0,benign,2025-01-02T20:51:00
yahoo.com,0,benign,2025-01-03T01:38:00
host4314.aompt.com,0,benign,2025-01-03T23:54:00
cloudflare.com,0,benign,2025-01-02T14:14:00
host2964.oshkl.com,0,benign,2025-01-03T01:24:00
host2255.sujjh.com,0,benign,2025-01-02T13:35:00
host2343.stfad.com,0,benign,2025-01-02T15:03:00
sycvdggtsxnm.com,1,kraken,2025-01-02T14:45:00
thisnothis.net,1,suppobox,2025-01-03T20:03:00
host275.raaec.com,0,benign,2025-01-01T04:35:00
applestone.org,1,matsnu,2025-01-01T01:13:00
host3481.hrzna.com,0,benign,2025-01-03T10:01:00
yhmkwh.net,1,conficker,2025-01-01T03:23:00
latzdqfiqqrl.com,1,kraken,2025-01-03T14:01:00
fkrhrnl.net,1,conficker,2025-01-04T01:51:00
host447.xjato.com,0,benign,2025-01-01T07:27:00
waterdate.org,1,matsnu,2025-01-01T00:36:00
host4880.rwgbs.com,0,benign,2025-01-04T09:20:00
host2020.ahsqa.com,0,benign,2025-01-02T09:40:00
theythathave.net,1,suppobox,2025-01-04T01:39:00
urpc3lbl.net,1,generic,2025-01-03T17:51:00
host4250.yeuux.com,0,benign,2025-01-03T22:50:00
grapeelder.org,1,matsnu,2025-01-02T06:00:00
host4574.badto.com,0,benign,2025-01-04T04:14:00
ecjtkkk.net,1,conficker,2025-01-01T06:36:00
linkedin.com,0,benign,2025-01-02T21:27:00
1huu2nbwlzsf0kb4pn.org,1,generic,2025-01-03T13:49:00
3uvwotwp6ee5a.info,1,generic,2025-01-03T12:14:00
thisbutbut.net,1,suppobox,2025-01-03T21:10:00
host2103.nhcyk.com,0,benign,2025-01-02T11:03:00
host481.vszdj.com,0,benign,2025-01-01T08:01:00
ymnbz.net,1,conficker,2025-01-01T00:37:00
figelder.org,1,matsnu,2025-01-03T18:31:00
netflix.com,0,benign,2025-01-04T01:45:00
slack.com,0,benign,2025-01-04T03:24:00
zoom.us,0,benign,2025-01-01T13:28:00
avwp1sia1wl073r8i.com,1,generic,2025-01-02T01:43:00
host2878.tdaum.com,0,benign,2025-01-02T23:58:00
91wpdc3.biz,1,cryptolocker,2025-01-03T17:50:00
stonecherry.org,1,matsnu,2025-01-03T08:54:00
host983.jvisx.com,0,benign,2025-01-01T16:23:00
host1534.zzhex.com,0,benign,2025-01-02T01:34:00
host2177.ixxko.com,0,benign,2025-01-02T12:17:00
host1979.uszth.com,0,benign,2025-01-02T08:59:00
notthatthey.net,1,suppobox,2025-01-02T04:34:00
q5b27utjp76y3kxso.net,1,generic,2025-01-01T00:13:00
xbzkppuaoozh.com,1,kraken,2025-01-01T02:38:00
host155.sanvl.com,0,benign,2025-01-01T02:35:00
k9ks5chvbex7ry.biz,1,generic,2025-01-04T08:24:00
9ha4l8ufprc3tv2u9.org,1,generic,2025-01-01T01:49:00
apple.co,0,benign,2025-01-02T07:00:00
host3453.sdyyl.com,0,benign,2025-01-03T09:33:00
grapewater.org,1,matsnu,2025-01-03T14:37:00
host4860.cqrpc.com,0,benign,2025-01-04T09:00:00
host3776.zlhci.com,0,benign,2025-01-03T14:56:00
host352.kekqf.com,0,benign,2025-01-01T05:52:00
vanol.net,1,conficker,2025-01-01T00:42:00
azure.com,0,benign,2025-01-02T04:49:00
slack.com,0,benign,2025-01-02T20:46:00
host3261.rqafa.com,0,benign,2025-01-03T06:21:00
awfa9qg.ru,1,cryptolocker,2025-01-02T11:37:00
host586.fwpem.com,0,benign,2025-01-01T09:46:00
host4882.zaiah.com,0,benign,2025-01-04T09:22:00
host745.cqbol.com,0,benign,2025-01-01T12:25:00
host2153.swwfa.com,0,benign,2025-01-02T11:53:00
host3643.vvplf.com,0,benign,2025-01-03T12:43:00
host2151.vjbwv.com,0,benign,2025-01-02T11:51:00
host2104.xhjyl.com,0,benign,2025-01-02T11:04:00
slack.com,0,benign,2025-01-03T03:15:00
github.com,0,benign,2025-01-02T10:40:00
nufewfelfata.com,1,kraken,2025-01-01T01:43:00
host3436.hwrjq.com,0,benign,2025-01-03T09:16:00
host3598.bpcgk.com,0,benign,2025-01-03T11:58:00
cherryfig.org,1,matsnu,2025-01-02T15:44:00
host4654.gqzld.com,0,benign,2025-01-04T05:34:00
dqgqmbyq.net,1,conficker,2025-01-01T18:12:00
host1873.ddtjz.com,0,benign,2025-01-02T07:13:00
andforhave.net,1,suppobox,2025-01-02T10:34:00
host2242.oxayz.com,0,benign,2025-01-02T13:22:00
host2445.sjczv.com,0,benign,2025-01-02T16:45:00
host4028.ieolw.com,0,benign,2025-01-03T19:08:00
figbanana.org,1,matsnu,2025-01-02T08:16:00
havehavewith.net,1,suppobox,2025-01-03T04:54:00
fhitofzoyudu.com,1,kraken,2025-01-02T12:55:00
pmeupxz.net,1,conficker,2025-01-01T11:03:00
host1790.zcyzg.com,0,benign,2025-01-02T05:50:00
mysdqud.biz,1,cryptolocker,2025-01-03T09:43:00
waterelder.org,1,matsnu,2025-01-03T23:26:00
host3011.pmzry.com,0,benign,2025-01-03T02:11:00
host3940.ptjzl.com,0,benign,2025-01-03T17:40:00
host1629.qlxzr.com,0,benign,2025-01-02T03:09:00
vcgyus8r4qt6in.net,1,generic,2025-01-04T04:51:00
host1791.ttdow.com,0,benign,2025-01-02T05:51:00
0k8tzfz.biz,1,cryptolocker,2025-01-01T04:25:00
host2292.xzhvt.com,0,benign,2025-01-02T14:12:00
host1350.fhuqp.com,0,benign,2025-01-01T22:30:00
host3245.hjtah.com,0,benign,2025-01-03T06:05:00
dndyrg1.ru,1,cryptolocker,2025-01-03T16:22:00
host95.pxnsw.com,0,benign,2025-01-01T01:35:00
zsdfqyjdowlv.com,1,kraken,2025-01-03T08:38:00
office.com,0,benign,2025-01-03T13:34:00
havethisbut.net,1,suppobox,2025-01-03T23:45:00
grapefig.org,1,matsnu,2025-01-03T11:00:00
firedate.org,1,matsnu,2025-01-04T10:07:00
host599.fkhth.com,0,benign,2025-01-01T09:59:00
host1098.ttzbg.com,0,benign,2025-01-01T18:18:00
host1451.mxajk.com,0,benign,2025-01-02T00:11:00
host1901.jraeq.com,0,benign,2025-01-02T07:41:00
xcpgoblskcxq.com,1,kraken,2025-01-03T07:21:00
qymvndeslplu.com,1,kraken,2025-01-02T13:12:00
host4385.elftx.com,0,benign,2025-01-04T01:05:00
host2800.bdicx.com,0,benign,2025-01-02T22:40:00
host4919.ffsdw.com,0,benign,2025-01-04T09:59:00
elderdate.org,1,matsnu,2025-01-03T14:57:00
netflix.com,0,benign,2025-01-01T15:35:00
pcq5a5ep7.ru,1,generic,2025-01-02T14:10:00
host573.jxrvt.com,0,benign,2025-01-01T09:33:00
pyczy.net,1,conficker,2025-01-03T05:48:00
mhnvfvg.ru,1,cryptolocker,2025-01-02T10:22:00
host2980.ljomb.com,0,benign,2025-01-03T01:40:00
theyhisyou.net,1,suppobox,2025-01-03T17:22:00
host1377.bclll.com,0,benign,2025-01-01T22:57:00
zoom.us,0,benign,2025-01-03T18:35:00
apple.com,0,benign,2025-01-03T15:36:00
host726.okcnw.com,0,benign,2025-01-01T12:06:00
wbteenpbnaea.com,1,kraken,2025-01-01T18:01:00
bananawater.org,1,matsnu,2025-01-02T19:48:00
lwclnyzeaxoq.com,1,kraken,2025-01-01T16:37:00
host2260.agmoi.com,0,benign,2025-01-02T13:40:00
host3889.xvyij.com,0,benign,2025-01-03T16:49:00
host3758.ykarv.com,0,benign,2025-01-03T14:38:00
ppdjsgs.biz,1,cryptolocker,2025-01-03T12:59:00
cwtaiyoeablr.com,1,kraken,2025-01-03T12:23:00
bing.com,0,benign,2025-01-01T13:15:00
kearko.net,1,conficker,2025-01-02T10:33:00
host4456.qjlvt.com,0,benign,2025-01-04T02:16:00
uyfaqrbw.net,1,conficker,2025-01-01T03:25:00
host2631.uqxnw.com,0,benign,2025-01-02T19:51:00
linkedin.com,0,benign,2025-01-01T17:19:00
host1575.fkmjs.com,0,benign,2025-01-02T02:15:00
host1625.uvaxv.com,0,benign,2025-01-02T03:05:00
host3672.kqrqq.com,0,benign,2025-01-03T13:12:00
ywjhbofl.net,1,conficker,2025-01-04T03:44:00
xrssonwpxurv.com,1,kraken,2025-01-01T00:46:00
host706.ohyvl.com,0,benign,2025-01-01T11:46:00
host2592.yhumy.com,0,benign,2025-01-02T19:12:00
szeiohiyryjm.com,1,kraken,2025-01-04T04:37:00
uz41a3m788kytjt.info,1,generic,2025-01-02T23:10:00
r1xgu8e.ru,1,cryptolocker,2025-01-02T00:16:00
firegrape.org,1,matsnu,2025-01-01T22:17:00
salesforce.com,0,benign,2025-01-01T23:16:00
amazon.com,0,benign,2025-01-03T17:53:00
bananafig.org,1,matsnu,2025-01-02T11:44:00
host1463.lsnzf.com,0,benign,2025-01-02T00:23:00
worhoapgzlhk.com,1,kraken,2025-01-04T00:56:00
netflix.com,0,benign,2025-01-03T00:50:00
appleapple.org,1,matsnu,2025-01-01T08:18:00
apple.co,0,benign,2025-01-04T07:57:00
github.com,0,benign,2025-01-03T01:49:00
rockrock.org,1,matsnu,2025-01-04T11:18:00
jrjjfb.net,1,conficker,2025-01-02T22:12:00
cherrydate.org,1,matsnu,2025-01-04T04:32:00
mwsdq87.info,1,cryptolocker,2025-01-04T08:12:00
6vblhnqs.info,1,generic,2025-01-02T04:08:00
xawrikozpnfw.com,1,kraken,2025-01-02T11:39:00
zljmnwnrehxq.com,1,kraken,2025-01-04T11:16:00
host2884.xrxml.com,0,benign,2025-01-03T00:04:00
olxzdd1m3r7iglvwpj.info,1,generic,2025-01-01T09:56:00
9l6ex0h.info,1,cryptolocker,2025-01-04T06:51:00
dtc2atp.info,1,cryptolocker,2025-01-02T19:45:00
zplco20.biz,1,cryptolocker,2025-01-04T03:03:00
andforfor.net,1,suppobox,2025-01-03T19:24:00
host1061.fynqr.com,0,benign,2025-01-01T17:41:00
avr7ktnpl8mnsn.cn,1,generic,2025-01-02T17:13:00
host3553.hkbfi.com,0,benign,2025-01-03T11:13:00
host1783.qyjvu.com,0,benign,2025-01-02T05:43:00
yda5xscxtghmx25w.biz,1,generic,2025-01-02T09:32:00
lqadmhnhtvbf.com,1,kraken,2025-01-04T05:31:00
gyj828g.ru,1,cryptolocker,2025-01-03T12:10:00
i4siuhzj4.ru,1,generic,2025-01-02T09:23:00
zjgekdsmtubl.com,1,kraken,2025-01-03T12:04:00
kth1zzbs4.info,1,generic,2025-01-01T07:44:00
host3138.zrjgd.com,0,benign,2025-01-03T04:18:00
host2099.fsqqn.com,0,benign,2025-01-02T10:59:00
dshefqz27ec.org,1,generic,2025-01-03T22:06:00
host2851.qwirc.com,0,benign,2025-01-02T23:31:00
28edkg1.ru,1,cryptolocker,2025-01-02T19:17:00
fguqb.net,1,conficker,2025-01-01T19:26:00
pbxhxryq.net,1,conficker,2025-01-01T23:58:00
m7drsde.biz,1,cryptolocker,2025-01-02T22:06:00
zoom.us,0,benign,2025-01-04T00:30:00
host4381.mfqlh.com,0,benign,2025-01-04T01:01:00
host4912.lzdlt.com,0,benign,2025-01-04T09:52:00
host2513.ibohf.com,0,benign,2025-01-02T17:53:00
yahoo.com,0,benign,2025-01-02T19:16:00
ooscy.net,1,conficker,2025-01-03T03:20:00
host846.dutmo.com,0,benign,2025-01-01T14:06:00
dpntgpbrhlqx.com,1,kraken,2025-01-03T18:52:00
host3741.lmqum.com,0,benign,2025-01-03T14:21:00
grapeelder.org,1,matsnu,2025-01-02T01:31:00
figgrape.org,1,matsnu,2025-01-02T13:42:00
host574.jnmxt.com,0,benign,2025-01-01T09:34:00
k4u3jr7.biz,1,cryptolocker,2025-01-04T00:12:00
host2072.brtga.com,0,benign,2025-01-02T10:32:00
host4503.hqvvz.com,0,benign,2025-01-04T03:03:00
host4187.wmbnz.com,0,benign,2025-01-03T21:47:00
host1441.vfprr.com,0,benign,2025-01-02T00:01:00
eldercherry.org,1,matsnu,2025-01-02T00:02:00
ebeukpiyisyp.com,1,kraken,2025-01-01T13:35:00
host4324.ihegq.com,0,benign,2025-01-04T00:04:00
yolzchveixad.com,1,kraken,2025-01-04T03:46:00
host2803.dvklb.com,0,benign,2025-01-02T22:43:00
host1387.irvma.com,0,benign,2025-01-01T23:07:00
lofgokdzyynw.com,1,kraken,2025-01-04T03:20:00
host3210.xilno.com,0,benign,2025-01-03T05:30:00
host2673.ziikp.com,0,benign,2025-01-02T20:33:00
vb9n48f.info,1,cryptolocker,2025-01-01T16:50:00
host2150.blcif.com,0,benign,2025-01-02T11:50:00
swfzgowm.net,1,conficker,2025-01-03T02:35:00
stoneelder.org,1,matsnu,2025-01-01T21:55:00
microsoft.com,0,benign,2025-01-03T10:37:00
apple.com,0,benign,2025-01-01T07:29:00
host4280.xqnpo.com,0,benign,2025-01-03T23:20:00
fromwiththe.net,1,suppobox,2025-01-04T09:10:00
host3939.mvukb.com,0,benign,2025-01-03T17:39:00
host4340.jahbc.com,0,benign,2025-01-04T00:20:00
ggsxkqnpxxyn.com,1,kraken,2025-01-04T11:00:00
host1244.tueib.com,0,benign,2025-01-01T20:44:00
zz85e9nhi97.info,1,generic,2025-01-02T15:48:00
xetsvhsmwnk.net,1,generic,2025-01-03T18:46:00
bacaiyycr5ve.ru,1,generic,2025-01-01T14:56:00
host265.zxwny.com,0,benign,2025-01-01T04:25:00
host3798.mwxnf.com,0,benign,2025-01-03T15:18:00
flihopbz.net,1,conficker,2025-01-03T17:25:00
apple.com,0,benign,2025-01-04T04:56:00
vgkgfnhwtahw.com,1,kraken,2025-01-02T12:35:00
bing.com,0,benign,2025-01-03T23:05:00
waterdate.org,1,matsnu,2025-01-03T17:24:00
gz1rvgyiwbpj.net,1,generic,2025-01-04T07:41:00
host1165.xtczz.com,0,benign,2025-01-01T19:25:00
ujcksy9.info,1,cryptolocker,2025-01-03T18:12:00
eyakmd.net,1,conficker,2025-01-02T07:02:00
grapecherry.org,1,matsnu,2025-01-03T11:41:00
theywithhave.net,1,suppobox,2025-01-01T04:10:00
host1638.vondj.com,0,benign,2025-01-02T03:18:00
epayfhteucnr.com,1,kraken,2025-01-04T06:13:00
wikipedia.org,0,benign,2025-01-03T09:24:00
bananagrape.org,1,matsnu,2025-01-01T11:38:00
b5vnd3vc3apw9w3mih.biz,1,generic,2025-01-01T22:13:00
rockwater.org,1,matsnu,2025-01-03T14:53:00
host1667.rdzlx.com,0,benign,2025-01-02T03:47:00
waterbanana.org,1,matsnu,2025-01-03T01:44:00
havethatyou.net,1,suppobox,2025-01-03T23:51:00
host4841.cwpls.com,0,benign,2025-01-04T08:41:00
host270.vlfgr.com,0,benign,2025-01-01T04:30:00
tkallnn.net,1,conficker,2025-01-03T20:45:00
h6gflvizuv.info,1,generic,2025-01-03T19:13:00
tqlwob0.info,1,cryptolocker,2025-01-02T13:49:00
host2972.lrjvw.com,0,benign,2025-01-03T01:32:00
thnarcgkksmc.com,1,kraken,2025-01-01T16:07:00
host1308.mscbj.com,0,benign,2025-01-01T21:48:00
elderfig.org,1,matsnu,2025-01-04T02:28:00
host3756.xbclg.com,0,benign,2025-01-03T14:36:00
uam3hb8.biz,1,cryptolocker,2025-01-02T16:06:00
jowsyxymozvn.com,1,kraken,2025-01-02T15:53:00
host3133.tomkf.com,0,benign,2025-01-03T04:13:00
host4023.gittj.com,0,benign,2025-01-03T19:03:00
sbebple.net,1,conficker,2025-01-02T21:47:00
host2472.plqnc.com,0,benign,2025-01-02T17:12:00
host1704.sckzp.com,0,benign,2025-01-02T04:24:00
notbutbut.net,1,suppobox,2025-01-02T17:43:00
thatthatfor.net,1,suppobox,2025-01-01T21:13:00
thethatnot.net,1,suppobox,2025-01-03T10:56:00
treeelder.org,1,matsnu,2025-01-01T07:29:00
bfkk3l8xmize4qx6tor.com,1,generic,2025-01-03T21:36:00
bd1z5a6.biz,1,cryptolocker,2025-01-01T07:50:00
zxkea7u.biz,1,cryptolocker,2025-01-02T08:30:00
theyyouthey.net,1,suppobox,2025-01-03T23:40:00
host4048.qznfa.com,0,benign,2025-01-03T19:28:00
m2usmr3e.cn,1,generic,2025-01-04T05:27:00
stonewater.org,1,matsnu,2025-01-01T04:02:00
o9ygbg8q1b.info,1,generic,2025-01-01T05:44:00
host1222.iqbgj.com,0,benign,2025-01-01T20:22:00
fromthatfrom.net,1,suppobox,2025-01-03T11:33:00
forfromthat.net,1,suppobox,2025-01-01T02:41:00
host4297.grmzz.com,0,benign,2025-01-03T23:37:00
netflix.com,0,benign,2025-01-03T08:49:00
facebook.com,0,benign,2025-01-03T14:18:00
notthisfrom.net,1,suppobox,2025-01-04T10:31:00
host1653.liywv.com,0,benign,2025-01-02T03:33:00
andwithhis.net,1,suppobox,2025-01-04T05:52:00
havehavethe.net,1,suppobox,2025-01-01T17:30:00
bing.com,0,benign,2025-01-03T22:55:00
theythatwith.net,1,suppobox,2025-01-02T02:52:00
host831.zfvfs.com,0,benign,2025-01-01T13:51:00
cherryelder.org,1,matsnu,2025-01-01T10:12:00
thewiththey.net,1,suppobox,2025-01-02T08:50:00
firetree.org,1,matsnu,2025-01-01T07:06:00
5cs7gds.info,1,cryptolocker,2025-01-02T17:55:00
host4313.pnxys.com,0,benign,2025-01-03T23:53:00
host3289.emydc.com,0,benign,2025-01-03T06:49:00
mkhal.net,1,conficker,2025-01-03T22:07:00
y82b86c.ru,1,cryptolocker,2025-01-02T20:40:00
host4344.whroy.com,0,benign,2025-01-04T00:24:00
host2798.tbkwz.com,0,benign,2025-01-02T22:38:00
jdsjzdpb.net,1,conficker,2025-01-03T12:05:00
grapewater.org,1,matsnu,2025-01-04T06:44:00
sbbnxo.net,1,conficker,2025-01-02T12:40:00
host2990.ivcvk.com,0,benign,2025-01-03T01:50:00
dci0f7390l7mkkq6g.com,1,generic,2025-01-03T16:16:00
xefsd.net,1,conficker,2025-01-02T06:04:00
figtree.org,1,matsnu,2025-01-04T04:21:00
butthatwith.net,1,suppobox,2025-01-03T22:19:00
host1199.bcclz.com,0,benign,2025-01-01T19:59:00
pwaxkzipbqzb.com,1,kraken,2025-01-03T22:53:00
wxvkszks.net,1,conficker,2025-01-01T15:42:00
host135.gojwd.com,0,benign,2025-01-01T02:15:00
rockbanana.org,1,matsnu,2025-01-01T16:33:00
theyandhave.net,1,suppobox,2025-01-01T13:24:00
tocueb.net,1,conficker,2025-01-02T14:38:00
host4308.mgomw.com,0,benign,2025-01-03T23:48:00
fbrbvozncjxt.com,1,kraken,2025-01-01T00:30:00
host3563.yjbla.com,0,benign,2025-01-03T11:23:00
host2766.kvufv.com,0,benign,2025-01-02T22:06:00
ginfgffwqhhk.com,1,kraken,2025-01-03T12:00:00
host3768.wiwmf.com,0,benign,2025-01-03T14:48:00
netflix.com,0,benign,2025-01-01T01:17:00
host1577.aincx.com,0,benign,2025-01-02T02:17:00
host526.sglja.com,0,benign,2025-01-01T08:46:00
netflix.com,0,benign,2025-01-02T16:20:00
host524.gwcww.com,0,benign,2025-01-01T08:44:00
gpfkpoyu.net,1,conficker,2025-01-02T00:56:00
ca4p9764.info,1,generic,2025-01-03T22:44:00
pw9ec9ykvo556.net,1,generic,2025-01-04T01:05:00
host3625.oazbh.com,0,benign,2025-01-03T12:25:00
ymnxxuxulhwz.com,1,kraken,2025-01-01T07:04:00
jj67q7t.ru,1,cryptolocker,2025-01-03T03:45:00
andthebut.net,1,suppobox,2025-01-03T09:53:00
aws.amazon.com,0,benign,2025-01-03T20:12:00
host714.vtejb.com,0,benign,2025-01-01T11:54:00
host1208.fqnuy.com,0,benign,2025-01-01T20:08:00
live.com,0,benign,2025-01-03T05:59:00
microsoft.com,0,benign,2025-01-03T06:09:00
whpryjpmkzjn.com,1,kraken,2025-01-02T23:54:00
3wd7trd.biz,1,cryptolocker,2025-01-03T02:24:00
aws.amazon.com,0,benign,2025-01-04T06:49:00
wieaz.net,1,conficker,2025-01-03T13:40:00
mrfkchusnrfq.com,1,kraken,2025-01-02T13:13:00
4z2chej2ax9c0ulfbtxi.ru,1,generic,2025-01-01T13:58:00
zoom.us,0,benign,2025-01-04T08:00:00
sknzjrjhmoun.com,1,kraken,2025-01-01T02:37:00
gcfbgqblnibv.com,1,kraken,2025-01-04T00:29:00
host1176.xzrzy.com,0,benign,2025-01-01T19:36:00
host1606.zhtht.com,0,benign,2025-01-02T02:46:00
lonugjzirbnd.com,1,kraken,2025-01-01T18:59:00
ki3esel.ru,1,cryptolocker,2025-01-01T13:30:00
host1404.opljx.com,0,benign,2025-01-01T23:24:00
amc1ch1qzbbpjo7v.info,1,generic,2025-01-04T07:30:00
zimheanvfems.com,1,kraken,2025-01-03T12:47:00
github.com,0,benign,2025-01-01T16:47:00
host4031.tnyvk.com,0,benign,2025-01-03T19:11:00
linkedin.com,0,benign,2025-01-03T13:16:00
lpyzuehvoble.com,1,kraken,2025-01-01T21:27:00
bing.com,0,benign,2025-01-03T02:10:00
host4150.oljxa.com,0,benign,2025-01-03T21:10:00
thewithfrom.net,1,suppobox,2025-01-03T13:53:00
cnjisbzbuytn.com,1,kraken,2025-01-02T02:29:00
oteyox.net,1,conficker,2025-01-01T10:59:00
host1485.nqxma.com,0,benign,2025-01-02T00:45:00
figrock.org,1,matsnu,2025-01-02T09:36:00
kcdi7q4jxfda4ktk6k.org,1,generic,2025-01-02T03:04:00
host4986.zrwnv.com,0,benign,2025-01-04T11:06:00
ffjblbq.ru,1,cryptolocker,2025-01-01T07:01:00
host4808.byuvm.com,0,benign,2025-01-04T08:08:00
host3674.taugn.com,0,benign,2025-01-03T13:14:00
kpsy09m.info,1,cryptolocker,2025-01-04T00:35:00
host3256.eyqfr.com,0,benign,2025-01-03T06:16:00
amazon.com,0,benign,2025-01-03T14:51:00
zoom.us,0,benign,2025-01-02T18:15:00
7wa08is2s5ala9.com,1,generic,2025-01-01T02:48:00
theandthey.net,1,suppobox,2025-01-03T22:23:00
u63ocdzi3b3bpm.net,1,generic,2025-01-04T11:07:00
bing.com,0,benign,2025-01-01T08:16:00
lwzvjg.net,1,conficker,2025-01-01T11:01:00
host4591.ckegf.com,0,benign,2025-01-04T04:31:00
nsshsmv.ru,1,cryptolocker,2025-01-01T14:58:00
p8t673a.ru,1,cryptolocker,2025-01-02T14:25:00
stonerock.org,1,matsnu,2025-01-04T11:14:00
klcfsunx.net,1,conficker,2025-01-03T00:40:00
host3486.xhcdj.com,0,benign,2025-01-03T10:06:00
host4985.msvzd.com,0,benign,2025-01-04T11:05:00
zjfnb.net,1,conficker,2025-01-01T03:03:00
gsoq4kinhga.com,1,generic,2025-01-02T10:36:00
firestone.org,1,matsnu,2025-01-04T09:06:00
l66i8zcnp69td5b1k3yz.cn,1,generic,2025-01-01T00:48:00
fromforhave.net,1,suppobox,2025-01-01T07:02:00
host3129.cbshf.com,0,benign,2025-01-03T04:09:00
bing.com,0,benign,2025-01-03T18:15:00
host2724.afrtr.com,0,benign,2025-01-02T21:24:00
ft21w9n.info,1,cryptolocker,2025-01-04T04:29:00
host2327.xfxfl.com,0,benign,2025-01-02T14:47:00
lvvld.net,1,conficker,2025-01-01T23:26:00
nsucq.net,1,conficker,2025-01-03T04:28:00
grapewater.org,1,matsnu,2025-01-02T17:23:00
host3731.amszh.com,0,benign,2025-01-03T14:11:00
host288.cmpxe.com,0,benign,2025-01-01T04:48:00
host2547.lyear.com,0,benign,2025-01-02T18:27:00
treefig.org,1,matsnu,2025-01-02T11:58:00
microsoft.com,0,benign,2025-01-04T07:12:00
host2928.adwyz.com,0,benign,2025-01-03T00:48:00
host3221.jwnmj.com,0,benign,2025-01-03T05:41:00
ryd02rs3d3v4z8s0.ru,1,generic,2025-01-03T19:27:00
emfeqy9.biz,1,cryptolocker,2025-01-01T13:50:00
apple.com,0,benign,2025-01-03T06:47:00
host3490.zetsf.com,0,benign,2025-01-03T10:10:00
26vwv0x.biz,1,cryptolocker,2025-01-02T00:07:00
drccrghxknll.com,1,kraken,2025-01-01T04:20:00
host2431.dnprw.com,0,benign,2025-01-02T16:31:00
yewafnelljmp.com,1,kraken,2025-01-03T12:42:00
host2429.uefta.com,0,benign,2025-01-02T16:29:00
host3238.cvljg.com,0,benign,2025-01-03T05:58:00
u21je46.biz,1,cryptolocker,2025-01-02T13:14:00
figwater.org,1,matsnu,2025-01-01T10:07:00
host3596.qiyyg.com,0,benign,2025-01-03T11:56:00
host4422.ooyxj.com,0,benign,2025-01-04T01:42:00
microsoft.com,0,benign,2025-01-01T22:14:00
host686.mamlg.com,0,benign,2025-01-01T11:26:00
mnjpxkb.net,1,conficker,2025-01-04T06:07:00
host794.rljkt.com,0,benign,2025-01-01T13:14:00
host3504.viauq.com,0,benign,2025-01-03T10:24:00
host3424.uofvw.com,0,benign,2025-01-03T09:04:00
host4780.xdvdg.com,0,benign,2025-01-04T07:40:00
abjaqapmkefy.com,1,kraken,2025-01-02T23:33:00
host2694.ycckk.com,0,benign,2025-01-02T20:54:00
haveandhis.net,1,suppobox,2025-01-01T07:10:00
stonedate.org,1,matsnu,2025-01-04T01:54:00
l91ueyceixj.tk,1,generic,2025-01-01T15:56:00
yuih8s821ezik.com,1,generic,2025-01-02T03:49:00
dkzmc.net,1,conficker,2025-01-03T16:58:00
ucotmh.net,1,conficker,2025-01-01T13:21:00
